name,years_active,session_count,companies,roles,sample_sessions,avatar_url,email,linkedin,twitter,notes
avatar for MANOVA (Host),2018,6,,,MANOVA Global Summit on the Future of Health in Medical Alley - Monday pass; MANOVA Global Summit on the Future of Health in Medical Alley - Tuesday pass *Ex; Game Changers Track - MANOVA Global Summit on the Future of Health in Medical Al,//avatars.sched.co/9/a8/6168655/avatar.jpg?1c5,,,,
avatar for MN Cup (Host),2018,1,,,MN Cup Final Awards & Showcase - *External Registration Required*,//avatars.sched.co/1/7e/6078634/avatar.jpg?8f9,,,,
avatar for MNclude (Host),2018,1,,,MNclude Launch Event,//avatars.sched.co/0/bd/6078352/avatar.jpg?d79,,,,
avatar for MNvest.org (Host),2018,1,,,Crypto Breakfast,//avatars.sched.co/5/6b/6169225/avatar.jpg?b1e,,,,
avatar for Maggie Miland,2023,2,Social Enterprise Minneapolis St PaulAsk me about our Impact Ecosystem Collective (IEC) program where leaders come together to address gaps faced by social enterprises!I love hearing from social entrepreneurs and folks who work in social enterprises so that we can better support and grow a thriving social economy. Please...Read More → | Two Bettys Green Cleaning Service,,How to Create Systems Level Change as an Entrepreneur: Benefit your Business Thr; How to Create Systems Level Change as an Entrepreneur: Benefit your Business Thr,//avatars.sched.co/2/cd/19172133/avatar.jpg?84c,,,,
avatar for MagicBrad Gudim,2023,1,"sales meetings, expos and product promotions.  Clients include, Marriott Hotels, CIMA Labs, Schulte Associates, Loss Prevention Services, Sales by Phone, Direct Service Transport, Rapid Graphics, Pella Windows and...Read More →",,Minnesota Business Expo,//avatars.sched.co/f/14/4028080/avatar.jpg?349,,,,
avatar for Maliza Kalema,2023,2,,,Youth Entrepreneur Fair; Show up for your startup - diversity and inclusion fueling innovation,//avatars.sched.co/4/fe/19292637/avatar.jpg?103,,,,
avatar for Mallory Weggemann,2018,1,,,The Power of Your Personal Brand - Red Bull Athlete and Artist Workshop & Tell-a,//avatars.sched.co/8/f5/6331408/avatar.jpg?4e2,,,,
avatar for Marin Laukka,2023,2,"Yes&Marin Laukka passionately supports women to make moreconfident and freeing decisionswith their money, career, and life - helping women replace financial guilt & perfectionism with financial confidence & purposeful money in 30 days.Over 327 clients and US audiences have applied...Read More →",,Time Management Techniques for Work-Life Balance; Achieve Your Goals Using Positive Psychology,//avatars.sched.co/e/66/19273464/avatar.jpg?5e7,,,,
avatar for Mark Hiemenz,2018,1,corporate and nonprofit sectors. At Wiser Wolf...Read More →,,Unconscious Bias: Nip it in the Bud,//avatars.sched.co/5/9d/5914588/avatar.jpg?e8d,,,,
avatar for Mark Kaster,2018,1,"Dorsey and Whitney LLPMark Kaster is a nationally recognized lawyer with over 25 years of experience helping clients resolve regulatory compliance matters. Mark’s practice emphasizes complex matters involving federal, state, and local regulatory agencies. The increasing body of rules and regulations...Read More →",,You Are What You Eat: The Nexus of Food & Health - Morning Session *External Tic,//avatars.sched.co/e/1a/6179824/avatar.jpg?7d5,,,,
avatar for Mark Oreshnick,2023,3,"owner, and President of Evolve Engineering LLC with over 25 years working in and leading engineering and operations in small (4 employees) to large (15,000+ employees) companies. Mark specializes in helping new founders set their startup up for success. Mark will...Read More →",,"Starting a Medical Device Company - Key Considerations; Networking 101, Putting Yourself Out There and Making a Difference; Twin Cities Medical Device Networking Group",//avatars.sched.co/c/c0/19179231/avatar.jpg?4ff,,,,
avatar for Mark Payne,2023,1,"Payne Advisory Services, LLCFractional CFO/COO focused in emerging growth companies with revenues between $0 and $20 million.  Very comfortable with start-ups and working with entrepreneurs.",,Experts on Tap - Leveraging Fractional Leaders in Startups,//avatars.sched.co/f/e2/7612292/avatar.jpg?78c,,,,
avatar for Marlaina Love,2023,1,,,Shift Happens: Embracing Your Evolution from Employee to Entrepreneur,//avatars.sched.co/c/61/19173024/avatar.jpg?1f3,,,,
avatar for Martha McCarthy Krueger,2018,1,"The Social LightsMartha McCarthy Krueger is the Co-Founder and CEO of The Social Lights®, a women-owned marketing agency that specializes in social media strategy, training, and community management.Human connections inspire Martha and the work she does. She and her team revolutionize the way c...Read More →",,The Social Lights presents Social Media Trends on Tap,//avatars.sched.co/5/90/5932709/avatar.jpg?cfe,,,,
avatar for Mary Fallon,2018,1,Kidizen,,Venture-Scale Apps: A Panel of MN's Funded Mobile-Centric Startups,//avatars.sched.co/6/4d/5916011/avatar.jpg?659,,,,
avatar for Mary Grove,2023,1,"early stage investing, and startup ecosystem growth. She began her career working on the Google IPO, led new business development partnerships, and served...Read More →",,VC Fireside Chat hosted by TriNet,//avatars.sched.co/b/56/19170281/avatar.jpg?bbf,,,,
avatar for Mary Matalin and James Carville,2018,1,"the 2016 race for the White House and a behind-the-scenes look at Washington politics.James Carville is the unbowed liberal and Mary Matalin is a celebrated conservative voice, former assistant to President George W. Bush and counselor to Vice President Dick Cheney.  Matalin and Carville are key players on the national political stage—they each have over 30 yea...Read More →",,MANOVA Global Summit on the Future of Health in Medical Alley - Tuesday pass *Ex,//avatars.sched.co/9/fb/5955058/avatar.jpg?894,,,,
avatar for Matt Ames,2018,1,"BARNCOMatt Ames is a successful entrepreneur from Lakeville, MN who believes in living with intent. Matt  is on a mission to create a million memories by 2020 and he wants to change how you treat your free time. Matt currently owns and operates a portfolio of experiences driven to get...Read More →",,The Future of Immersive Experiences - Panel Discussion,//avatars.sched.co/d/3a/6005113/avatar.jpg?ace,,,,
avatar for Matt Dubay,2018,1,"Slalom ConsultingPassionately leading innovation and change, using design-driven, operationalized BI solutions to support decision making and improve customer outcomes. My development is focused on leadership, strategy and change management. By modeling and teaching best practices and fostering the...Read More →",,Vis-a-Vis Data Viz!,//avatars.sched.co/a/74/5912798/avatar.jpg?e52,,,,
avatar for Matt Johson,2018,1,"VP of Strategy, GoKart Labs",,"Identifying Growth in Education Thru ""Jobs to be Done""",//avatars.sched.co/6/b7/5950930/avatar.jpg?aec,,,,
avatar for Matt Kulseth,2018,1,"Mighty MarksMatt is the founder of Mighty Marks, a trademark-focused law firm that has been providing startups the legal expertise they need to successfully bring their products and services to market. He is a graduate of William Mitchell College of Law where he focused on intellectual property...Read More →",,You Better Have A Trademark,//avatars.sched.co/2/6c/5912612/avatar.jpg?7ed,,,,
avatar for Matt Lewis,2018,4,Make It. MSP. at GREATER MSP,,New Entrepreneurial Neighborhood - Motley and 2407; New Entrepreneurial Neighborhood - Motley and 2407; New Entrepreneurial Neighborhood - Motley and 2407,//avatars.sched.co/e/3d/6228964/avatar.jpg?b52,,,,
avatar for Matt Otterstatter,2018,1,Hydra FPV,,Play the Odds: The Future and Impact of Sports Betting,//avatars.sched.co/b/fb/6326842/avatar.jpg?a8b,,,,
avatar for Matt Pacyga,2023,1,Online Business Systems,,The Future of Food Tech 🚜🍴📲,//avatars.sched.co/3/6f/3248954/avatar.jpg?8b7,,,,
avatar for Matt Timm,2018,1,Magnetic North,,Mentor Morning,//avatars.sched.co/3/fc/5914760/avatar.jpg?50d,,,,
avatar for Matthew Versaggi,2018,2,"Optum Technologies (ATC) / United Health GroupMatthew Versaggi is currently the Senior Director of Artificial Intelligence and Machine Learning for Optum Technology (UHG) in the Advanced Technology Division.  Previously he was an Artificial Intelligence Engineer for a military contractor, a CEO of his own company for nearly...Read More →",,"Panel: The Future of Marketing in the Age of Machine Learning; By, For, With: Investing in Diversity",//avatars.sched.co/f/1a/5912797/avatar.jpg?699,,,,
avatar for Max Zappia,2018,1,State of Minnesota Department of Commerce,,Regulatory Climate & Legal Considerations for Growing FinTech Companies: Current,//avatars.sched.co/7/6d/6342984/avatar.jpg?c9d,,,,
avatar for Meda (Host),2018,1,,,Million Dollar Challenge for Minority Entrepreneurs,//avatars.sched.co/3/8a/6078376/avatar.jpg?1cb,,,,
avatar for Megan Baniecke,2023,1,gener8tor,,gBETA St. Thomas Summer 2023 Startup Showcase,//avatars.sched.co/4/e8/19200362/avatar.jpg?77a,,,,
avatar for Megan Hulse,2018,1,"Chuck & Don'sMegan Hulse has worked with Chuck & Don’s since March 2017 as the role of a Buyer. Prior to working for Chuck & Don’s, she worked in various Product Development and Management roles. She attended Wisconsin Stout and has a BA in Retail Merchandising and Business Management. Hulse...Read More →",,The Story of Chuck & Don’s: How “Man’s Best Friend” Turned Friends into Entrepre,//avatars.sched.co/0/12/5934143/avatar.jpg?370,,,,
avatar for Megan Junius,2018,1,"Peter Hill DesignMegan leads Peter Hill Design, a full-service and award-winning creative design agency since 1998, as President and Creative Director. With 18 years as a graphic designer and art director, she expertly leads brand and advertising projects for national consumer and B2B clients. She...Read More →",,Voice Is The New Playground For Brands,//avatars.sched.co/c/a6/5914775/avatar.jpg?68f,,,,
avatar for Melissa Carmichael,2018,1,Bremer Bank,,When Worlds Collide: Corporate-Startup Collaboration,//avatars.sched.co/7/c8/6170716/avatar.jpg?4ac,,,,
avatar for Melissa Danielsen,2023,1,"JoshinMelissa Danielsen is the Co-founder and CEO of Joshin, a first-of-its-kind inclusive support solution for employers. Our expert-led disability and neurodiverse coaching, training, and personalized navigation flex to meet each employee’s needs, unlocking happier, healthier, and more...Read More →",,Scaling Social Impact,//avatars.sched.co/0/77/19246815/avatar.jpg?1d0,,,,
avatar for Melissa Dessart,2018,1,"Creators SpaceMelissa Dessart is the Co-Founder of Creators Space, a creativity center and coffee house.  Creators Space brings together many creative outlets under one roof. Offering artists, entrepreneurs, and thinkers a place to Think, Explore, and Ultimately Create. A place to Just Begin...Read More →",,Tap the Power of Communities: Creating & Inventing in Your Neighborhood,//avatars.sched.co/2/e1/5914796/avatar.jpg?68d,,,,
avatar for Melvin Carter,2018,1,"City of Saint PaulMelvin Carter is a fourth-generation Saint Paul resident, Saint Paul public school graduate, former Saint Paul City Councilmember, father, and Saint Paul’s Mayor.Carter grew up in the Rondo neighborhood as the son of one of Saint Paul’s first black police officers, and a teacher (who now serves as a Ramsey County Commissioner). He attended Saint Paul public schools, ran track at his neighborhood rec center, and graduated from Central High...Read More →",,Million Dollar Challenge for Minority Entrepreneurs,//avatars.sched.co/5/e5/5914746/avatar.jpg?db5,,,,
